wing_area_m2,feasible,failure_reason,MTOW_mass_estimate_kg,mass_closure_error_kg,wing_span_m,wing_stall_EAS_m_s,max_stall_EAS_m_s,stall_margin_m_s,stall_limit_source,stall_limit_safety_factor_R,stall_limit_vertical_arm_m,stall_limit_thrust_N,stall_limit_canard_arm_to_cg_m,stall_limit_wing_arm_to_cg_m,minimum_climb_EAS_m_s,optimized_climb_EAS_m_s,max_climb_CL,climb_CL_limit,course_climb_available_power_W,course_climb_average_power_W,course_climb_time_s,course_climb_max_thrust_to_weight,course_climb_thrust_limit,cruise_true_speed_m_s,mission_energy_Wh,battery_mass_kg,canard_area_ratio,canard_area_m2,canard_arm_m,scissor_clearance_over_c,outbound_time_s,peak_electrical_power_W,sizing_iterations_used,propeller_diameter_m
3.5,True,,52.994018800187355,-0.0017333806087194148,4.949747468305833,13.762230091301857,16.248046875,2.4858167836981426,transition-sim (forward binding),,,,,,17.20278761412732,26.403985282670217,0.3732387968632217,0.8192,15000.0,12398.285279152144,471.31193558198225,0.5,0.5,35.900714661078055,2860.8815631162583,11.42866898278741,0.115,0.4025,1.404444608909635,4.9622623124051524e-05,497.8424776396587,14548.13948555185,5,1.1247426069734492
3.55,True,,53.23560153478727,-0.0015009901668037173,4.984977432245807,13.696050075913405,16.248046875,2.551996799086595,transition-sim (forward binding),,,,,,17.120062594891756,26.277013408146196,0.37276809860683296,0.8192,15000.0,12394.938106679332,473.3792136198352,0.5,0.5,35.72807477401294,2867.406500557229,11.454734846927911,0.115,0.40825,1.4022135835680412,4.810224283832709e-05,499.8302633626397,14544.115910507819,5,1.1273008181718014
3.6,True,,53.47716940520103,-0.001610790215025304,5.019960159204453,13.631442076400509,16.248046875,2.616604798599491,transition-sim (forward binding),,,,,,17.039302595500637,26.153057577080745,0.37231455437007027,0.8192,15000.0,12392.549482529646,475.41823232456665,0.5,0.5,35.559535711670016,2873.9605801650196,11.480917128393168,0.115,0.41400000000000003,1.3999819397096247,2.9432955050950893e-05,501.791677983867,14541.221051751005,5,1.1298566948377224
3.65,True,,53.74850765973085,-0.0007839023807889589,5.054700782440045,13.571949857348512,16.248046875,2.6760970176514878,transition-sim (forward binding),,,,,,16.96493732168564,26.038916797144566,0.3719021074344518,0.8192,15000.0,12400.949452362416,477.2700479671114,0.5,0.5,35.40434188286679,2881.3099013438027,11.51027624625508,0.115,0.41975,1.4070384104547267,4.549330490179193e-05,503.572034377248,14550.991000422171,5,1.1327106637294662
3.7,True,,54.044557833128074,0.0008515727052156308,5.089204259999789,13.516803703142049,16.248046875,2.731243171857951,transition-sim (forward binding),,,,,,16.89600462892756,25.933114304786614,0.3715242027988902,0.8192,15000.0,12418.281589844964,478.96507909245827,0.5,0.5,35.26048537605883,2889.3259600046963,11.542298851511822,0.115,0.42550000000000004,1.4218021607359677,4.787985327871225e-05,505.2008265416573,14571.246759004847,5,1.1358086696029277
3.75,True,,54.34081137377711,-0.00039961336504035216,5.123475382979799,13.46329397291168,16.248046875,2.7847529020883197,transition-sim (forward binding),,,,,,16.8291174661396,25.830451428195467,0.3711615458687455,0.8192,15000.0,12437.277914950484,480.61846304353674,0.5,0.5,35.1208977115708,2897.440476253903,11.574714775807063,0.115,0.43125,1.4365234757255578,4.578486336408172e-05,506.7899371271403,14593.458330644373,5,1.1389306305997962
3.8,True,,54.636696580815766,-0.0005688475346516952,5.15751878329105,13.41080925915897,16.248046875,2.8372376158410297,transition-sim (forward binding),,,,,,16.763511573948712,25.729755131134745,0.3708096732915061,0.8192,15000.0,12456.352180758937,482.2561137662323,0.5,0.5,34.983983946868136,2905.5308382868675,11.607034208676192,0.115,0.437,1.4512028699098485,3.901419806805195e-05,508.3645456857158,14615.76399799088,5,1.1420289004027326
3.85,True,,54.93232985280182,-0.0005302348974041138,5.191338940966964,13.359433647913427,16.248046875,2.888613227086573,transition-sim (forward binding),,,,,,16.699292059891782,25.631186739659228,0.370468896396899,0.8192,15000.0,12475.82733012304,483.8723259405253,0.5,0.5,34.84996343219657,2913.6207338772515,11.63935177819735,0.115,0.44275000000000003,1.4658408430791807,2.7883850913193453e-05,509.91904789753903,14638.542560674894,5,1.1451139952314218
3.9,True,,55.22775166719844,-0.0005120091219765754,5.224940191045253,13.30916158310488,16.248046875,2.9388852918951205,transition-sim (forward binding),,,,,,16.6364519788811,25.534735593985303,0.3701389248896961,0.8192,15000.0,12495.776945205667,485.46644922075245,0.5,0.5,34.718821673764886,2921.718007361409,11.671698820978365,0.115,0.4485,1.4804378809515715,1.2645926453155876e-05,511.45278674325743,14661.880266896389,5,1.1481888145256485
3.95,True,,55.083998743836624,-0.0010014703495997423,5.258326730053963,13.207494434796184,16.248046875,3.0405524402038164,transition-sim (forward binding),,,,,,16.50936804349523,26.44140385846196,0.3429120342183613,0.8192,15500.0,12905.667437781054,470.0665874292791,0.5,0.5,35.95159158735043,2921.547941424865,11.671019440426905,0.11,0.4345,1.3724529382602877,2.300818585300457e-05,495.93080716565123,15143.09959699716,5,1.1466986326204094
4.0,True,,55.37513499765303,-0.0010018744785540434,5.291502622129181,13.159325773054169,16.248046875,3.088721101945831,transition-sim (forward binding),,,,,,16.44915721631771,26.34497019765444,0.3425819143016264,0.8192,15500.0,12926.625812952176,471.54727226264936,0.5,0.5,35.82047360257234,2929.488798425245,11.702741629582523,0.11,0.44,1.3861109156253049,8.393561928846105e-06,497.35363407312525,15167.614453749879,5,1.1497249197698687
4.05,True,,55.667695921558774,-0.0008256286928940426,5.324471804789654,13.112322992302488,16.248046875,3.135723882697512,transition-sim (forward binding),,,,,,16.390403740378108,26.250870630589578,0.34226295830607106,0.8192,15500.0,12948.526084124025,473.00016842806764,0.5,0.5,35.6925292157398,2937.473430190824,11.73463869046569,0.11,0.4455,1.4002449294647938,3.830412744511291e-05,498.7500727139354,15193.237014919901,5,1.1527561838249907
4.1,True,,55.958472207448,-0.0009960134560813572,5.357238094391549,13.066135795467614,16.248046875,3.1819110795323855,transition-sim (forward binding),,,,,,16.332669744334517,26.15840386252616,0.3419525750390761,0.8192,15500.0,12970.413122387818,474.4415961425329,0.5,0.5,35.56680489721977,2945.4345803414544,11.766441946834933,0.11,0.45099999999999996,1.4138284314327247,1.6671895929340486e-05,500.13602254474813,15218.846376277012,5,1.1557646478857928
4.15,True,,56.250813027505956,-0.0018064551111649507,5.389805191284746,13.021158742945147,16.248046875,3.226888132054853,transition-sim (forward binding),,,,,,16.276448428681434,26.068359803376183,0.34165320403742117,0.8192,15500.0,12993.538068064656,475.8523111659404,0.5,0.5,35.44437466406136,2953.468870699795,11.79853738419972,0.11,0.4565,1.4278876086124455,3.946742463507846e-05,501.492713252807,15245.910684160155,4,1.1587880083948918
4.2,True,,56.54119009040242,-0.0018868213712011084,5.422176684690384,12.97679309431445,16.248046875,3.2712537806855497,transition-sim (forward binding),,,,,,16.22099136789306,25.979539774817525,0.3413606729497631,0.8192,15500.0,13016.186797793058,477.25730122240924,0.5,0.5,35.323608708947525,2961.438880124676,11.830376031657549,0.11,0.462,1.441398282538355,1.1406154554041703e-05,502.8444133834614,15272.418103113207,4,1.1617758268342957
4.25,True,,56.83298889834683,-0.0017684466739282811,5.454356057317857,12.933463640029126,16.248046875,3.3145832349708737,transition-sim (forward binding),,,,,,16.166829550036407,25.892794207338305,0.34107761702790046,0.8192,15500.0,13039.701842179906,478.6364548737489,0.5,0.5,35.20566333695746,2969.450591775825,11.862381271450417,0.11,0.4675,1.4553842416741878,2.729181790377122e-05,504.17152173678994,15299.944080423684,4,1.1647685131399654
4.3,True,,57.124576397231465,-0.0015255712594068882,5.486346689738081,12.89096336057545,16.248046875,3.3570835144245503,transition-sim (forward binding),,,,,,16.11370420071931,25.807708647872047,0.34080250279179924,0.8192,15500.0,13063.530355498671,479.9987899216756,0.5,0.5,35.089975028564815,2977.463023738806,11.89438938874985,0.11,0.473,1.469333881044557,3.987074568929938e-05,505.4828074524273,15327.839764478778,4,1.1677500976545265
4.35,True,,57.41435262762368,-0.001399935500387528,5.518151864528558,12.849114783718838,16.248046875,3.3989320912811625,transition-sim (forward binding),,,,,,16.061393479648547,25.72392779700511,0.3405340389557392,0.8192,15500.0,13087.195720589973,481.352233583413,0.5,0.5,34.97606069370832,2985.4408745554397,11.926259361052391,0.11,0.4785,1.4827379281466344,3.0767839997586366e-06,506.78598457631506,15355.545786332805,4,1.170706818242939
4.4,True,,57.70903602983554,0.0006788100074075487,5.549774770204643,12.808413035773164,16.248046875,3.439633839226836,transition-sim (forward binding),,,,,,16.010516294716453,25.64244289761787,0.3402752360406628,0.8192,15500.0,13112.180029702766,483.7255352369568,0.5,0.5,34.86526809589514,2997.330649109575,11.973756712711777,0.10500000000000001,0.4620000000000001,1.5129945339608812,1.9240518292523712e-05,509.1103972088372,15384.912206324514,4,1.1736861307569288
4.45,True,,57.95036232629746,-0.001803185294754428,5.58121850495033,12.763128314363634,16.248046875,3.484918560636366,transition-sim (forward binding),,,,,,15.953910392954542,25.551782885355994,0.33998994930160337,0.8192,15500.0,13121.075026433493,485.2872790428918,0.5,0.5,34.74200036958264,3004.112242886034,12.000847869314029,0.10500000000000001,0.46725000000000005,1.5115223370531865,3.32224637379086e-05,510.61774714205944,15395.287066845245,4,1.176162832766432
4.5,True,,58.19112552198224,-0.001371603469415561,5.612486080160912,12.718314101605847,16.248046875,3.5297327733941533,transition-sim (forward binding),,,,,,15.897892627007305,25.4620648314149,0.33971036826189627,0.8192,15500.0,13129.278483528782,486.8452674725573,0.5,0.5,34.620013396025264,3010.7954363028166,12.027545935495125,0.10500000000000001,0.47250000000000003,1.510049653183219,4.073199207907385e-05,512.1219068518257,15404.851891428012,4,1.17859912357034
4.55,True,,58.43189643713021,-0.0013728193657556176,5.643580423808984,12.674379322806427,16.248046875,3.573667552193573,transition-sim (forward binding),,,,,,15.842974153508033,25.37410740425846,0.33943890762798296,0.8192,15500.0,13138.1088434977,488.384050979424,0.5,0.5,34.500420294421076,3017.5027467094155,12.054340344389955,0.10500000000000001,0.47775,1.5085765367758035,3.7978830286639065e-05,513.6079179734088,15415.154176744101,4,1.1810348404834927
4.6,True,,58.6726858614197,-0.0018670331255137285,5.674504383644442,12.631306837288346,16.248046875,3.6167400377116543,transition-sim (forward binding),,,,,,15.789133546610433,25.28787628825127,0.33917529351951703,0.8192,15500.0,13147.574477706159,489.90367208867616,0.5,0.5,34.38317440681969,3024.2360911585592,12.081238754253707,0.10500000000000001,0.483,1.507103040510704,2.5341732417499818e-05,515.07580244342,15426.203666809433,4,1.1834707029848484
4.65,True,,58.91348823136756,-0.003068359641083873,5.705260730238365,12.589094922819339,16.248046875,3.6589519521806615,transition-sim (forward binding),,,,,,15.736368653524172,25.20336803548431,0.3389193536168301,0.8192,15500.0,13157.73023982777,491.40130512620493,0.5,0.5,34.26827104520162,3030.9932789166855,12.108232413529155,0.10500000000000001,0.4882500000000001,1.5056292153929656,3.109787676230935e-06,516.522732519086,15438.06451288178,4,1.1859088091048784
4.7,True,,59.155528521703,-0.0018305583005542303,5.735852159879995,12.547516238672388,16.248046875,3.7005306363276116,transition-sim (forward binding),,,,,,15.684395298340485,25.12012750982212,0.33866957120176105,0.8192,15500.0,13167.919390953395,492.8895102940234,0.5,0.5,34.1550913744798,3037.7304820722825,12.135146238179498,0.10500000000000001,0.49350000000000005,1.5046631949468843,2.066056490032664e-05,517.9609953314554,15449.966112137627,4,1.1883298483726266
4.75,True,,59.39776471539924,-0.0023967082582458943,5.766281297335398,12.50688954095345,16.248046875,3.74115733404655,transition-sim (forward binding),,,,,,15.633611926191811,25.038792860988806,0.33842771904841235,0.8192,15500.0,13179.198726344552,494.3511555527781,0.5,0.5,34.04450306788276,3044.530811880713,12.162312241608761,0.10500000000000001,0.49875,1.5036958578249053,2.820274889414609e-05,519.3738417159831,15463.148489935906,4,1.190766010387167
4.8,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.85,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.9,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.95,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.05,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.15,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.25,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.3,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.35,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.45,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.55,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.65,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.7,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.75,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.85,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.9,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.95,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.05,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.1,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.15,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.2,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.25,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.3,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.35,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.4,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.45,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.5,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.55,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.6,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.65,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.7,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.75,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.8,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.85,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.9,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.95,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.05,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.1,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.15,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.2,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.25,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.3,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.35,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.4,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.45,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.55,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.65,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.75,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.85,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.9,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.95,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,False,No feasible climb candidate meets the 10 min climb time requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
