area_m2,aspect_ratio,taper_ratio,span_m,mean_chord_m,root_chord_m,tip_chord_m,sweep_quarter_chord_deg,oswald_efficiency,cl_alpha_per_rad,cl_max_3d,reynolds_sea_level,reynolds_ceiling,mach_cruise_ceiling
6.3527306410523074,7.0,0.4,6.668516663199258,0.9526452375998937,1.3609217679998482,0.5443687071999394,0.0,0.8391852112989143,4.746297967368053,1.28313,1304411.7606212164,788199.3377311177,0.06320545839613906
